5374983#0:0.092199,1:0.000130,2:0.000130,3:0.000130,4:0.000130,5:0.004021,6:0.000130,7:0.000130,8:0.000130,9:0.000130,10:0.587678,11:0.000130,12:0.000130,13:0.000130,14:0.000130,15:0.000130,16:0.000130,17:0.171336,18:0.000130,19:0.000130,20:0.000130,21:0.000130,22:0.046822,23:0.011803,24:0.003266,25:0.059131,26:0.011803,27:0.027308,28:0.004021,29:0.000130
3985932#0:0.000000,1:0.000125,2:0.000000,3:0.000125,4:0.000000,5:0.000125,6:0.000125,7:0.000125,8:0.000125,9:0.000000,10:0.069330,11:0.000000,12:0.000125,13:0.000125,14:0.000125,15:0.000125,16:0.000125,17:0.000125,18:0.000000,19:0.000125,20:0.000000,21:0.000125,22:0.018895,23:0.000000,24:0.000125,25:0.560271,26:0.000000,27:0.000125,28:0.000125,29:0.270940
18515985#0:0.068594,1:0.000111,2:0.000111,3:0.000000,4:0.000000,5:0.000111,6:0.000111,7:0.000111,8:0.000111,9:0.681958,10:0.000000,11:0.015838,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000111,17:0.017980,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000111,25:0.000000,26:0.000000,27:0.000000,28:0.000111,29:0.060984
49656852#0:0.024681,1:0.010864,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000114,10:0.373127,11:0.099712,12:0.005075,13:0.000000,14:0.000114,15:0.000056,16:0.013075,17:0.000114,18:0.000000,19:0.000114,20:0.193506,21:0.000000,22:0.000114,23:0.000114,24:0.133937,25:0.000114,26:0.000114,27:0.000000,28:0.000000,29:0.018523
18068910#0:0.000000,1:0.000000,2:0.365672,3:0.000127,4:0.000127,5:0.000127,6:0.000127,7:0.000000,8:0.000127,9:0.000127,10:0.560785,11:0.000000,12:0.000127,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000127,19:0.000127,20:0.000000,21:0.000127,22:0.000000,23:0.000127,24:0.000000,25:0.000000,26:0.000127,27:0.000127,28:0.000127,29:0.000127
55416342#0:0.162303,1:0.000000,2:0.000000,3:0.337969,4:0.000000,5:0.000109,6:0.000000,7:0.000000,8:0.000109,9:0.000000,10:0.002859,11:0.000109,12:0.000000,13:0.000000,14:0.000109,15:0.000109,16:0.000000,17:0.000000,18:0.000109,19:0.000109,20:0.105721,21:0.000000,22:0.205300,23:0.000000,24:0.000109,25:0.015584,26:0.020485,27:0.000000,28:0.000109,29:0.030866
21247065#0:0.020068,1:0.000162,2:0.000162,3:0.000000,4:0.000000,5:0.000000,6:0.113345,7:0.161928,8:0.062285,9:0.000162,10:0.213514,11:0.000162,12:0.000000,13:0.000000,14:0.000162,15:0.000162,16:0.000000,17:0.000000,18:0.000162,19:0.000162,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000162,25:0.000000,26:0.000000,27:0.000000,28:0.000162,29:0.000000
52063833#0:0.227170,1:0.000000,2:0.000000,3:0.097896,4:0.000000,5:0.000117,6:0.000117,7:0.000000,8:0.000117,9:0.000000,10:0.191189,11:0.000101,12:0.000000,13:0.000000,14:0.129142,15:0.000000,16:0.000000,17:0.000000,18:0.027291,19:0.000277,20:0.000117,21:0.000000,22:0.113480,23:0.000117,24:0.000000,25:0.000000,26:0.000117,27:0.000000,28:0.000117,29:0.032839
21461019#0:0.000000,1:0.000127,2:0.000127,3:0.000000,4:0.290275,5:0.000000,6:0.000000,7:0.000000,8:0.000127,9:0.243403,10:0.000000,11:0.081794,12:0.000127,13:0.000000,14:0.000000,15:0.000000,16:0.000127,17:0.000000,18:0.000000,19:0.000127,20:0.000127,21:0.000000,22:0.000127,23:0.042951,24:0.000000,25:0.000127,26:0.000000,27:0.000000,28:0.000000,29:0.000000
4000797#0:0.000000,1:0.000000,2:0.000212,3:0.000000,4:0.000212,5:0.000212,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.378776,11:0.014501,12:0.000212,13:0.000212,14:0.224843,15:0.000000,16:0.000212,17:0.119094,18:0.000212,19:0.017121,20:0.000000,21:0.000000,22:0.000212,23:0.000000,24:0.000212,25:0.000212,26:0.000000,27:0.000212,28:0.000212,29:0.000212
56517150#0:0.000000,1:0.000000,2:0.000276,3:0.000000,4:0.000000,5:0.000276,6:0.000276,7:0.000000,8:0.000276,9:0.000414,10:0.000000,11:0.000000,12:0.000000,13:0.000276,14:0.000276,15:0.000000,16:0.000080,17:0.000000,18:0.000000,19:0.000276,20:0.692957,21:0.000276,22:0.000080,23:0.000000,24:0.000000,25:0.000276,26:0.000000,27:0.000276,28:0.000276,29:0.000276
