40430082#0:0.114514,1:0.000112,2:0.000112,3:0.000112,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000123,10:0.158447,11:0.023058,12:0.000000,13:0.023706,14:0.000112,15:0.000123,16:0.000000,17:0.000077,18:0.000123,19:0.000112,20:0.000112,21:0.000112,22:0.055474,23:0.000000,24:0.000123,25:0.124287,26:0.000112,27:0.267980,28:0.000112,29:0.078888
6551046#0:0.000113,1:0.000183,2:0.000000,3:0.000000,4:0.054013,5:0.000000,6:0.000183,7:0.000000,8:0.118598,9:0.027517,10:0.000000,11:0.000000,12:0.000000,13:0.000183,14:0.000000,15:0.000000,16:0.000183,17:0.346949,18:0.000183,19:0.000000,20:0.000000,21:0.000183,22:0.000000,23:0.000000,24:0.000116,25:0.000000,26:0.000000,27:0.017956,28:0.000000,29:0.000000
3070476#0:0.126771,1:0.110581,2:0.000000,3:0.000147,4:0.000000,5:0.000000,6:0.000000,7:0.073954,8:0.000000,9:0.000000,10:0.197471,11:0.000000,12:0.000000,13:0.223660,14:0.000000,15:0.044414,16:0.000000,17:0.000000,18:0.000000,19:0.000147,20:0.049568,21:0.047257,22:0.000000,23:0.024050,24:0.016247,25:0.044517,26:0.000000,27:0.089454,28:0.000000,29:0.022583
42284546#0:0.088761,1:0.000000,2:0.000173,3:0.000000,4:0.000000,5:0.000173,6:0.000000,7:0.000000,8:0.000000,9:0.119336,10:0.090860,11:0.000000,12:0.000077,13:0.000000,14:0.114019,15:0.000000,16:0.000000,17:0.000000,18:0.052349,19:0.018656,20:0.009622,21:0.000000,22:0.024627,23:0.000000,24:0.000000,25:0.000000,26:0.049227,27:0.000000,28:0.000173,29:0.000000
18951183#0:0.048932,1:0.000043,2:0.000303,3:0.054733,4:0.000000,5:0.000000,6:0.029042,7:0.264280,8:0.000000,9:0.001399,10:0.032703,11:0.000000,12:0.000000,13:0.000146,14:0.000000,15:0.000000,16:0.000000,17:0.064849,18:0.000000,19:0.000146,20:0.000000,21:0.003231,22:0.000000,23:0.000000,24:0.068042,25:0.126629,26:0.000000,27:0.000355,28:0.000146,29:0.000000
42077202#0:0.152060,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000137,6:0.001008,7:0.156695,8:0.000137,9:0.000000,10:0.000000,11:0.005144,12:0.018120,13:0.000137,14:0.000617,15:0.000137,16:0.000137,17:0.000292,18:0.000000,19:0.000000,20:0.000137,21:0.000617,22:0.064591,23:0.036540,24:0.000137,25:0.683913,26:0.090024,27:0.001096,28:0.000000,29:0.000000
3751956#0:0.000000,1:0.000000,2:0.000000,3:0.000226,4:0.000226,5:0.000226,6:0.000000,7:0.000000,8:0.100501,9:0.000000,10:0.000000,11:0.000226,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.074037,18:0.000097,19:0.000000,20:0.000000,21:0.000226,22:0.000226,23:0.358142,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
52643502#0:0.054255,1:0.000000,2:0.000000,3:0.000156,4:0.000000,5:0.000156,6:0.000000,7:0.560838,8:0.000000,9:0.000156,10:0.170644,11:0.000000,12:0.000090,13:0.000000,14:0.000000,15:0.000156,16:0.018038,17:0.000156,18:0.000000,19:0.000156,20:0.000000,21:0.000000,22:0.052028,23:0.000156,24:0.000000,25:0.000189,26:0.000000,27:0.000156,28:0.000156,29:0.000156
53255194#0:0.075856,1:0.000219,2:0.000000,3:0.000000,4:0.000000,5:0.000111,6:0.000470,7:0.000000,8:0.000000,9:0.000000,10:0.000111,11:0.034183,12:0.144277,13:0.000000,14:0.000219,15:0.000000,16:0.000000,17:0.006394,18:0.498450,19:0.000000,20:0.015230,21:0.000000,22:0.000000,23:0.004215,24:0.000111,25:0.108652,26:0.000000,27:0.000000,28:0.000000,29:0.000091
10253339#0:0.115120,1:0.000000,2:0.000000,3:0.000000,4:0.030219,5:0.000000,6:0.000696,7:0.000000,8:0.000216,9:0.000000,10:0.097904,11:0.129922,12:0.000658,13:0.000000,14:0.206398,15:0.000000,16:0.000000,17:0.000000,18:0.000034,19:0.000216,20:0.000000,21:0.000000,22:0.173437,23:0.000000,24:0.000216,25:0.000216,26:0.000000,27:0.000000,28:0.000000,29:0.000000
22656540#0:0.000000,1:0.000109,2:0.000109,3:0.017354,4:0.002551,5:0.000109,6:0.000082,7:0.061383,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000109,13:0.256972,14:0.000000,15:0.017427,16:0.000109,17:0.000000,18:0.000274,19:0.000109,20:0.000000,21:0.000000,22:0.046996,23:0.000000,24:0.000000,25:0.022465,26:0.009062,27:0.000109,28:0.039588,29:0.000000
24523808#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000123,9:0.000123,10:0.213562,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000123,18:0.000000,19:0.000000,20:0.000123,21:0.000000,22:0.000000,23:0.000000,24:0.046206,25:0.038127,26:0.000000,27:0.000123,28:0.000000,29:0.000000
55956516#0:0.000166,1:0.000165,2:0.000165,3:0.000165,4:0.243947,5:0.000165,6:0.000165,7:0.000120,8:0.000165,9:0.000120,10:0.000165,11:0.000166,12:0.000165,13:0.000166,14:0.015091,15:0.000165,16:0.000118,17:0.000166,18:0.000118,19:0.000165,20:0.122024,21:0.000165,22:0.000166,23:0.000165,24:0.000166,25:0.000166,26:0.000118,27:0.000165,28:0.447927,29:0.149420
34344486#0:0.000166,1:0.000159,2:0.000159,3:0.000159,4:0.000159,5:0.000159,6:0.000159,7:0.000159,8:0.000159,9:0.000131,10:0.258872,11:0.124544,12:0.000159,13:0.612106,14:0.000159,15:0.000159,16:0.000159,17:0.000159,18:0.000159,19:0.000159,20:0.000159,21:0.000159,22:0.000159,23:0.000159,24:0.000166,25:0.000159,26:0.000159,27:0.000159,28:0.000159,29:0.000131
26097585#0:0.017080,1:0.000000,2:0.007812,3:0.052057,4:0.000000,5:0.000000,6:0.054020,7:0.000000,8:0.325882,9:0.000000,10:0.106240,11:0.000000,12:0.000000,13:0.000615,14:0.000000,15:0.000131,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000131,22:0.000000,23:0.025030,24:0.000000,25:0.000131,26:0.000000,27:0.000000,28:0.000000,29:0.000131
14493741#0:0.000000,1:0.000183,2:0.000183,3:0.000000,4:0.000183,5:0.122853,6:0.000183,7:0.001526,8:0.000183,9:0.000183,10:0.000000,11:0.000000,12:0.000000,13:0.000183,14:0.000183,15:0.000000,16:0.276857,17:0.000183,18:0.000183,19:0.000183,20:0.000000,21:0.000183,22:0.013110,23:0.000183,24:0.000183,25:0.000183,26:0.495380,27:0.000000,28:0.000183,29:0.000000
3443760#0:0.077035,1:0.603521,2:0.000134,3:0.000000,4:0.000000,5:0.000134,6:0.000134,7:0.000134,8:0.000000,9:0.172035,10:0.000000,11:0.000134,12:0.000134,13:0.000134,14:0.030859,15:0.000134,16:0.000000,17:0.000134,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000134,23:0.000134,24:0.000000,25:0.000134,26:0.000134,27:0.000134,28:0.000134,29:0.000134
25099827#0:0.000162,1:0.000162,2:0.000000,3:0.000162,4:0.000162,5:0.000162,6:0.008545,7:0.000000,8:0.166840,9:0.000162,10:0.053287,11:0.140799,12:0.000162,13:0.000162,14:0.000162,15:0.000162,16:0.000000,17:0.015799,18:0.000162,19:0.636110,20:0.000162,21:0.000162,22:0.000162,23:0.000162,24:0.000162,25:0.000000,26:0.000162,27:0.000000,28:0.000162,29:0.000000
