5374983#0:0.082153,1:0.000130,2:0.000130,3:0.000130,4:0.000130,5:0.004021,6:0.000130,7:0.000083,8:0.000130,9:0.000084,10:0.587678,11:0.000130,12:0.000130,13:0.000130,14:0.000083,15:0.000130,16:0.000130,17:0.171336,18:0.000130,19:0.000130,20:0.000130,21:0.000130,22:0.044512,23:0.011803,24:0.000083,25:0.028101,26:0.011803,27:0.000082,28:0.002529,29:0.000130
3985932#0:0.000000,1:0.000125,2:0.000000,3:0.000125,4:0.000000,5:0.000125,6:0.000125,7:0.000125,8:0.000125,9:0.020065,10:0.070378,11:0.002227,12:0.000125,13:0.000125,14:0.000125,15:0.000125,16:0.000125,17:0.000125,18:0.000000,19:0.000125,20:0.000000,21:0.000125,22:0.022335,23:0.019740,24:0.000125,25:0.564649,26:0.000000,27:0.000125,28:0.000125,29:0.267906
18515985#0:0.029798,1:0.000000,2:0.000128,3:0.000000,4:0.000000,5:0.000128,6:0.000128,7:0.000000,8:0.000128,9:0.696390,10:0.014101,11:0.018282,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.012909,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000115,25:0.000000,26:0.000000,27:0.000000,28:0.000128,29:0.047323
49656852#0:0.028610,1:0.014963,2:0.014325,3:0.022535,4:0.000561,5:0.008534,6:0.000000,7:0.005934,8:0.000000,9:0.000000,10:0.418720,11:0.085313,12:0.004082,13:0.000445,14:0.000000,15:0.000057,16:0.020031,17:0.000000,18:0.000000,19:0.000115,20:0.184098,21:0.000000,22:0.000115,23:0.000115,24:0.123596,25:0.000115,26:0.000000,27:0.003076,28:0.000000,29:0.017998
18068910#0:0.039034,1:0.000000,2:0.348175,3:0.000122,4:0.000122,5:0.000122,6:0.000000,7:0.001489,8:0.000122,9:0.000000,10:0.565450,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.002397,18:0.000000,19:0.000122,20:0.000000,21:0.000122,22:0.000000,23:0.000122,24:0.000000,25:0.001973,26:0.000000,27:0.000122,28:0.000122,29:0.000000
55416342#0:0.156440,1:0.000000,2:0.000000,3:0.354371,4:0.025956,5:0.000135,6:0.000110,7:0.000000,8:0.000135,9:0.000000,10:0.003490,11:0.000135,12:0.000000,13:0.000000,14:0.000135,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000135,20:0.113853,21:0.000110,22:0.174906,23:0.000000,24:0.000135,25:0.010851,26:0.030939,27:0.000000,28:0.000135,29:0.024998
21247065#0:0.013427,1:0.002157,2:0.000160,3:0.000000,4:0.000000,5:0.000000,6:0.183412,7:0.134264,8:0.086683,9:0.000160,10:0.180229,11:0.000000,12:0.000000,13:0.000000,14:0.000160,15:0.000160,16:0.003732,17:0.000000,18:0.000160,19:0.000160,20:0.000000,21:0.000000,22:0.070944,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000160,29:0.063423
52063833#0:0.160847,1:0.000000,2:0.000000,3:0.097896,4:0.000000,5:-0.000159,6:0.000126,7:0.000048,8:0.000000,9:-0.005880,10:0.142675,11:0.051373,12:0.000000,13:0.000000,14:0.161767,15:0.001908,16:0.000000,17:0.000000,18:0.021110,19:0.000000,20:0.000126,21:0.019615,22:0.075702,23:0.000126,24:0.000000,25:0.000000,26:0.000101,27:0.000000,28:0.000126,29:0.027570
21461019#0:0.000000,1:0.000121,2:0.000000,3:0.000000,4:0.290275,5:0.000000,6:0.000000,7:0.000000,8:0.000121,9:0.221286,10:0.000000,11:0.074368,12:0.000121,13:0.000000,14:0.000000,15:0.000000,16:0.000121,17:0.000000,18:0.000000,19:0.000121,20:0.000121,21:0.000000,22:0.000000,23:0.039057,24:0.000000,25:0.000121,26:0.000000,27:0.000000,28:0.209405,29:0.000000
4000797#0:0.000000,1:0.055210,2:0.000208,3:0.000000,4:0.000139,5:0.000208,6:0.000000,7:0.000225,8:0.000000,9:0.001427,10:0.438721,11:0.012174,12:0.000000,13:0.000208,14:0.229955,15:0.000000,16:0.000000,17:0.088968,18:0.000000,19:0.020495,20:0.000199,21:0.000000,22:0.000000,23:0.000000,24:0.000208,25:0.000000,26:0.000000,27:0.000208,28:0.000208,29:0.000000
56517150#0:0.095735,1:0.000000,2:0.000000,3:0.000037,4:0.000000,5:0.000000,6:0.000258,7:0.000031,8:0.000258,9:0.000299,10:0.019719,11:0.000000,12:0.000000,13:0.000000,14:0.000258,15:0.000000,16:0.000038,17:0.000000,18:0.000000,19:0.000258,20:0.613079,21:0.000258,22:0.000000,23:0.000000,24:0.000000,25:0.000258,26:0.000000,27:0.000258,28:0.000258,29:0.000258
