9901739#0:0.053262,1:0.000000,2:0.017948,3:0.000000,4:0.020144,5:0.017142,6:0.000000,7:0.031305,8:0.000000,9:0.000000,10:0.054133,11:0.020368,12:0.000000,13:0.000000,14:0.076485,15:0.000119,16:0.125597,17:0.000000,18:0.038198,19:0.000000,20:0.016144,21:0.028503,22:0.011072,23:0.016089,24:0.020440,25:0.000000,26:0.021403,27:0.000248,28:0.257611,29:0.020831
32341590#0:0.030708,1:0.000000,2:-0.008357,3:0.015298,4:0.417950,5:0.000000,6:0.000096,7:0.000000,8:0.000096,9:0.008697,10:0.091639,11:0.000000,12:0.000000,13:0.013954,14:0.000000,15:0.000426,16:0.000464,17:0.000000,18:0.000341,19:0.000000,20:0.000513,21:0.000000,22:0.076404,23:0.000426,24:0.000096,25:0.000096,26:0.013888,27:0.000096,28:0.000096,29:0.000000
8910855#0:0.050513,1:0.000000,2:0.000000,3:0.025928,4:0.000000,5:0.000000,6:0.000000,7:0.000198,8:0.000000,9:0.000000,10:0.080862,11:0.063313,12:0.000000,13:0.040704,14:0.011915,15:0.028888,16:0.000345,17:0.000000,18:0.000000,19:0.000198,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.249017,25:0.043351,26:0.041709,27:0.000198,28:-0.000026,29:0.000000
3608585#0:0.430179,1:0.000000,2:0.017205,3:0.000000,4:0.000000,5:0.000000,6:0.000273,7:0.000072,8:0.000000,9:0.000000,10:0.043347,11:0.010840,12:0.000000,13:0.000045,14:0.000000,15:0.000000,16:0.000086,17:0.005014,18:0.014858,19:0.000042,20:0.000048,21:0.000000,22:0.137706,23:0.000000,24:0.014092,25:0.024253,26:0.000000,27:0.000121,28:0.000000,29:0.065957
19479054#0:0.075969,1:0.008553,2:0.000179,3:0.000000,4:0.000000,5:0.000435,6:0.000000,7:0.000000,8:-0.002522,9:0.000179,10:0.257744,11:0.000000,12:0.000000,13:0.583419,14:0.045431,15:0.002929,16:0.000000,17:0.000000,18:0.000000,19:0.000073,20:0.000179,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.144868,29:0.000179
52665876#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.067528,6:0.000000,7:0.000000,8:0.000168,9:0.980067,10:0.027630,11:0.000168,12:0.000000,13:0.000000,14:0.017759,15:0.000000,16:0.000000,17:0.000000,18:0.000706,19:0.000000,20:0.000000,21:-0.001609,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000861,28:0.000000,29:0.029325
52385820#0:0.024239,1:0.000000,2:0.000080,3:0.000000,4:0.000110,5:0.000000,6:0.000110,7:0.042236,8:0.000092,9:0.000000,10:0.393597,11:0.001456,12:0.000261,13:0.023331,14:0.000000,15:0.000677,16:0.035999,17:0.000000,18:0.003422,19:0.000000,20:0.000692,21:0.000000,22:0.000000,23:0.114252,24:0.000000,25:0.000000,26:0.000312,27:0.000091,28:0.000120,29:0.126134
33908997#0:0.077770,1:0.000267,2:0.015207,3:0.000000,4:0.000000,5:0.000000,6:-0.000886,7:0.000267,8:0.000267,9:0.000267,10:0.000267,11:0.000267,12:0.000000,13:0.279088,14:0.000267,15:0.000000,16:0.000000,17:0.000267,18:0.526732,19:0.000267,20:0.040160,21:0.000267,22:0.000000,23:0.000267,24:0.000267,25:0.000267,26:0.000000,27:0.000267,28:0.000267,29:0.000267
8335905#0:0.128934,1:0.000295,2:0.000000,3:0.023148,4:0.000000,5:0.000000,6:-0.001334,7:0.000000,8:0.000136,9:0.000000,10:0.055805,11:0.000000,12:0.000000,13:0.129647,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.060656,19:0.000000,20:0.000000,21:0.000000,22:0.117594,23:0.000000,24:0.346102,25:0.159514,26:0.000000,27:0.000136,28:0.019866,29:0.002135
8244770#0:0.087828,1:0.000000,2:-0.004238,3:0.000000,4:0.014318,5:0.000000,6:0.008610,7:0.461267,8:0.000000,9:0.000120,10:0.025466,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.009886,16:0.000000,17:0.000623,18:0.000000,19:0.000000,20:0.000129,21:0.001292,22:0.000000,23:0.022822,24:0.000120,25:0.286031,26:0.000120,27:0.000000,28:0.000000,29:0.011938
16327719#0:0.083387,1:0.040873,2:0.000000,3:0.000000,4:0.000000,5:0.000161,6:0.000000,7:0.000000,8:0.000858,9:0.007193,10:0.070725,11:0.016597,12:0.000000,13:0.005763,14:0.000000,15:0.000000,16:0.000712,17:0.022286,18:0.023995,19:0.000000,20:0.000000,21:0.089515,22:0.029513,23:0.000000,24:0.079661,25:0.072004,26:0.000000,27:0.000161,28:0.000408,29:0.156911
8857641#0:0.000000,1:0.000117,2:0.000117,3:0.000000,4:0.000117,5:0.000117,6:-0.008777,7:0.050463,8:0.179695,9:0.000000,10:0.162089,11:0.000117,12:0.387441,13:0.000056,14:0.000117,15:0.000117,16:0.004333,17:0.000117,18:0.000056,19:0.000053,20:0.000117,21:0.000117,22:0.000117,23:0.000059,24:0.000763,25:0.000117,26:0.000000,27:0.000000,28:0.000117,29:0.000117
21745707#0:0.130452,1:0.000000,2:0.000000,3:0.000326,4:0.026362,5:0.021821,6:0.000000,7:0.073743,8:0.000097,9:0.000097,10:0.081988,11:0.000000,12:0.000000,13:0.020565,14:0.000000,15:0.000041,16:0.000000,17:0.000000,18:0.010174,19:0.002952,20:0.017848,21:0.000000,22:0.099736,23:0.000000,24:0.000000,25:0.156474,26:0.236799,27:0.000000,28:0.000097,29:0.008746
6228534#0:0.000251,1:0.000297,2:0.000000,3:0.000251,4:0.000000,5:0.000297,6:0.000000,7:0.000297,8:0.000297,9:0.000297,10:0.051663,11:0.000170,12:0.000000,13:0.000000,14:0.722055,15:0.000297,16:0.019710,17:0.000000,18:0.000297,19:0.263409,20:0.000297,21:0.000000,22:0.000000,23:0.000297,24:0.113080,25:0.000297,26:0.000000,27:0.000000,28:0.000297,29:0.000293
19622973#0:0.000000,1:0.000000,2:0.000177,3:0.000177,4:0.000177,5:0.000177,6:0.000177,7:0.000000,8:0.005805,9:0.005805,10:0.014169,11:0.028277,12:0.000177,13:0.000090,14:0.639255,15:0.000144,16:0.012435,17:0.013853,18:0.000177,19:0.000177,20:0.140637,21:0.000177,22:0.000177,23:0.013721,24:-0.005506,25:0.000177,26:0.000177,27:0.000177,28:0.000177,29:0.000152
