9080832#0:0.000000,1:0.000000,2:0.000113,3:0.000113,4:0.043196,5:0.000113,6:0.146620,7:0.000000,8:0.272996,9:0.000113,10:0.115396,11:0.000113,12:0.000000,13:0.000000,14:0.000113,15:0.000000,16:0.000000,17:0.029729,18:0.000000,19:0.000113,20:0.000000,21:0.000000,22:0.000113,23:0.000000,24:0.000113,25:0.000000,26:0.000000,27:0.054409,28:0.000113,29:0.000113
3610113#0:0.000000,1:0.000145,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000145,7:0.000145,8:0.000145,9:0.000145,10:0.136179,11:0.000145,12:0.000000,13:0.000145,14:0.000000,15:0.000000,16:0.000000,17:0.000145,18:0.000000,19:0.128816,20:0.028334,21:0.000000,22:0.042820,23:0.000000,24:0.000000,25:0.000133,26:0.000000,27:0.000145,28:0.000145,29:0.138024
51187716#0:0.000000,1:0.000111,2:0.000111,3:0.000111,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.119007,9:0.000111,10:0.039862,11:0.011237,12:0.000111,13:0.000111,14:0.000111,15:0.000000,16:0.000111,17:0.000111,18:0.000111,19:0.526363,20:0.000000,21:0.000111,22:0.000000,23:0.000000,24:0.000111,25:0.000111,26:0.000111,27:0.000000,28:0.000111,29:0.090564
31089669#0:0.075457,1:0.000000,2:0.000000,3:0.000000,4:0.000439,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.115444,11:0.000000,12:0.000000,13:0.136486,14:0.000000,15:0.000439,16:0.000439,17:0.000000,18:0.000439,19:0.000439,20:0.000439,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000439,28:0.000000,29:0.000000
8539147#0:0.000197,1:0.000197,2:0.000000,3:0.741692,4:0.000000,5:0.000197,6:0.000000,7:0.000000,8:0.000197,9:0.000197,10:0.000000,11:0.000000,12:0.000197,13:0.000197,14:0.000197,15:0.000000,16:0.000197,17:0.000197,18:0.000000,19:0.000197,20:0.000000,21:0.000000,22:0.000000,23:0.000197,24:0.000197,25:0.000197,26:0.000197,27:0.000197,28:0.000197,29:0.000197
6422038#0:0.000000,1:0.000182,2:0.000182,3:0.676639,4:0.000000,5:0.000182,6:0.000182,7:0.000190,8:0.000182,9:0.000000,10:0.000000,11:0.000182,12:0.000000,13:0.000000,14:0.000000,15:0.000182,16:0.000182,17:0.000182,18:0.000000,19:0.000000,20:0.000000,21:0.000182,22:0.000000,23:0.000182,24:0.000182,25:0.000000,26:0.000000,27:0.000182,28:0.000182,29:0.000000
54216216#0:0.000000,1:0.000206,2:0.000206,3:0.124544,4:0.000206,5:0.000206,6:0.000206,7:0.000000,8:0.000206,9:0.102843,10:0.000000,11:0.000000,12:0.000206,13:0.041532,14:0.383987,15:0.000206,16:0.077883,17:0.000000,18:0.612106,19:0.000000,20:0.000206,21:0.000206,22:0.000000,23:0.000206,24:0.000206,25:0.000206,26:0.129519,27:0.000206,28:0.000000,29:0.000206
54028463#0:0.000011,1:0.000000,2:0.090279,3:0.000000,4:0.000000,5:0.000108,6:0.000108,7:0.000000,8:0.000108,9:0.043654,10:0.143569,11:0.000000,12:0.000000,13:0.298277,14:0.000000,15:0.000000,16:0.000108,17:0.000108,18:0.000000,19:0.000108,20:0.000108,21:0.000108,22:0.000000,23:0.000108,24:0.000000,25:0.089470,26:0.000108,27:0.000000,28:0.000000,29:0.000000
32648221#0:0.056806,1:0.000140,2:0.000000,3:0.000140,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000140,13:0.000140,14:0.313460,15:0.000140,16:0.000140,17:0.000000,18:0.000000,19:0.397692,20:0.000140,21:0.000000,22:0.021114,23:0.000000,24:0.000140,25:0.000140,26:0.000000,27:0.000000,28:0.000000,29:0.000000
46859808#0:0.000216,1:0.000216,2:0.000216,3:0.311905,4:0.000216,5:0.000216,6:0.000216,7:0.000216,8:0.000216,9:0.000216,10:0.000216,11:0.000216,12:0.000216,13:0.000216,14:0.000216,15:0.000216,16:0.000216,17:0.000216,18:0.000216,19:0.000216,20:0.305411,21:0.000216,22:0.337879,23:0.000216,24:0.000216,25:0.000216,26:0.000216,27:0.000216,28:0.000216,29:0.039177
38738979#0:0.000000,1:0.000175,2:0.000175,3:0.000000,4:0.000175,5:0.000175,6:0.000000,7:0.000175,8:0.000000,9:0.000000,10:0.474742,11:0.000000,12:0.223091,13:0.000000,14:0.000175,15:0.000000,16:0.000175,17:0.068306,18:0.000175,19:0.000000,20:0.000752,21:0.000175,22:0.092556,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000175,28:0.000175,29:0.000000
11284008#0:0.000000,1:0.000000,2:0.000181,3:0.000181,4:0.000000,5:0.000181,6:0.000181,7:0.000181,8:0.843285,9:0.000181,10:0.000181,11:0.000000,12:0.000181,13:0.000181,14:0.000181,15:0.000181,16:0.000181,17:0.000181,18:0.000181,19:0.000000,20:0.000181,21:0.000181,22:0.000181,23:0.000000,24:0.000000,25:0.000181,26:0.000181,27:0.000000,28:0.000181,29:0.000181
5911605#0:0.000000,1:0.000148,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.256849,8:0.000000,9:0.000000,10:0.000000,11:0.000148,12:0.000000,13:0.000000,14:0.000000,15:0.000148,16:0.000148,17:0.000000,18:0.056047,19:0.000000,20:0.000000,21:0.000000,22:0.034771,23:0.000148,24:0.000148,25:0.000000,26:0.000148,27:0.000000,28:0.000148,29:0.000148
45878331#0:0.049498,1:0.000124,2:0.000000,3:0.000000,4:0.459791,5:0.000000,6:0.000000,7:0.000124,8:0.000124,9:0.000000,10:0.022918,11:0.051171,12:0.000000,13:0.000000,14:0.086311,15:0.000000,16:0.000124,17:0.000124,18:0.000000,19:0.000000,20:0.000275,21:0.000000,22:0.000000,23:0.000000,24:0.029659,25:0.000124,26:0.000000,27:0.000124,28:0.282426,29:0.044833
12012810#0:0.046432,1:0.000110,2:0.000000,3:0.000110,4:0.000000,5:0.000110,6:0.000110,7:0.000000,8:0.000000,9:0.000000,10:0.000110,11:0.000000,12:0.000000,13:0.000110,14:0.000110,15:0.000000,16:0.000110,17:0.000110,18:0.000000,19:0.000110,20:0.000000,21:0.000000,22:0.000110,23:0.000000,24:0.000110,25:0.000110,26:0.000110,27:0.000000,28:0.847403,29:0.119227
31936575#0:0.000000,1:0.000000,2:0.000174,3:0.000000,4:0.000000,5:0.000174,6:0.000000,7:0.000000,8:0.798336,9:0.000000,10:0.000174,11:0.000174,12:0.000174,13:0.000000,14:0.000000,15:0.000000,16:0.000174,17:0.000174,18:0.000174,19:0.000174,20:0.000174,21:0.000174,22:0.000174,23:0.000000,24:0.000000,25:0.000174,26:0.000000,27:0.006777,28:0.000174,29:0.000174
7825476#0:0.000000,1:0.000171,2:0.000161,3:0.000000,4:0.000000,5:0.000171,6:0.000000,7:0.004992,8:0.885525,9:0.000171,10:0.000171,11:0.000000,12:0.002500,13:0.000000,14:0.000000,15:0.000000,16:0.000171,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000171,22:0.000171,23:0.000171,24:0.000000,25:0.000171,26:0.000171,27:0.000000,28:0.000000,29:0.000000
53852742#0:0.000000,1:0.000178,2:0.000178,3:0.000756,4:0.000000,5:0.000000,6:0.119153,7:0.000178,8:0.000000,9:0.000000,10:0.426550,11:0.000178,12:0.000178,13:0.000178,14:0.000178,15:0.000178,16:0.000000,17:0.000178,18:0.000178,19:0.000178,20:0.000178,21:0.000178,22:0.000178,23:0.000000,24:0.000000,25:0.000178,26:0.000000,27:0.042704,28:0.000178,29:0.012495
21576263#0:0.034729,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.551057,6:0.000112,7:0.000000,8:0.000000,9:0.000112,10:0.342100,11:0.000112,12:0.000112,13:0.000000,14:0.000112,15:0.000112,16:0.000112,17:0.000000,18:0.000112,19:0.000000,20:0.000112,21:0.000000,22:0.000112,23:0.000112,24:0.000000,25:0.000112,26:0.000112,27:0.000000,28:0.000112,29:0.000000
31879245#0:0.000000,1:0.000000,2:0.000000,3:0.000204,4:0.039723,5:0.000000,6:0.089812,7:0.262130,8:0.000000,9:0.000204,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000204,17:0.000000,18:0.000000,19:0.000000,20:0.000204,21:0.000000,22:0.093159,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
47013969#0:0.000000,1:0.073333,2:0.000000,3:0.000000,4:0.000000,5:0.000163,6:0.000000,7:0.000000,8:0.229431,9:0.000000,10:0.750175,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000163,17:0.156260,18:0.000000,19:0.000163,20:0.000000,21:0.000000,22:0.000163,23:0.000000,24:0.000000,25:0.000163,26:0.000000,27:0.000163,28:0.228837,29:0.000000
25951314#0:0.000000,1:0.000140,2:0.000000,3:0.024226,4:0.000000,5:0.000140,6:0.000140,7:0.000000,8:0.000000,9:0.000000,10:0.071742,11:0.000000,12:0.000000,13:0.000000,14:0.000163,15:0.000140,16:0.000000,17:0.256326,18:0.000000,19:0.000000,20:0.000140,21:0.000000,22:0.000163,23:0.021600,24:0.000000,25:0.000000,26:0.000140,27:0.000000,28:0.980650,29:0.000000
9559395#0:0.000000,1:0.000000,2:0.000000,3:0.000116,4:0.000000,5:0.000000,6:0.721914,7:0.039480,8:0.054810,9:0.000116,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000116,15:0.000000,16:0.000116,17:0.000116,18:0.000000,19:0.000000,20:0.000000,21:0.000116,22:0.000000,23:0.000116,24:0.000116,25:0.000000,26:0.000116,27:0.030806,28:0.000116,29:0.000116
21362775#0:0.152791,1:0.000107,2:0.000000,3:0.000000,4:0.000107,5:0.000107,6:0.000107,7:0.000107,8:0.000107,9:0.000000,10:0.000107,11:0.000107,12:0.000000,13:0.000107,14:0.000107,15:0.000107,16:0.000107,17:0.000107,18:0.000000,19:0.000107,20:0.000000,21:0.000082,22:0.000107,23:0.000107,24:0.000107,25:0.000107,26:0.000107,27:0.000107,28:0.810427,29:0.000107
6659673#0:0.045951,1:0.000000,2:0.000140,3:0.340468,4:0.000000,5:0.000000,6:0.000140,7:0.119415,8:0.000140,9:0.000000,10:0.000140,11:0.000000,12:0.000140,13:0.000000,14:0.000140,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000140,20:0.000000,21:0.000140,22:0.000117,23:0.115906,24:0.000000,25:0.000000,26:0.000140,27:0.000140,28:0.000140,29:0.076740
47467107#0:0.000189,1:0.000189,2:0.000189,3:0.000189,4:0.000189,5:0.000189,6:0.000189,7:0.125189,8:0.000189,9:0.000189,10:0.000189,11:0.000189,12:0.000189,13:0.000189,14:0.000189,15:0.000189,16:0.869508,17:0.000189,18:0.000189,19:0.000189,20:0.000189,21:0.000189,22:0.000189,23:0.000189,24:0.000189,25:0.000189,26:0.000189,27:0.000189,28:0.000189,29:0.000189
31059048#0:0.100180,1:0.000136,2:0.000136,3:0.000136,4:0.000136,5:0.000136,6:0.000000,7:0.846270,8:0.000000,9:0.000136,10:0.048943,11:0.000000,12:0.000000,13:0.041146,14:0.000117,15:0.000136,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000117,23:0.000000,24:0.000000,25:0.000000,26:0.067837,27:0.000000,28:0.000000,29:0.000000
26091117#0:0.075008,1:0.205340,2:0.000158,3:0.000158,4:0.000000,5:0.000158,6:0.000158,7:0.000000,8:0.000000,9:0.000000,10:0.043295,11:0.000000,12:0.000000,13:0.000158,14:0.294489,15:0.000000,16:0.072444,17:0.000000,18:0.000000,19:0.000158,20:0.000000,21:0.000000,22:0.000000,23:0.075128,24:0.000158,25:0.000000,26:0.000000,27:0.000158,28:0.000158,29:0.000000
25859182#0:0.000000,1:0.000159,2:0.000159,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.261509,8:0.000159,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.074792,14:0.000000,15:-0.011311,16:0.000159,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.059235,23:0.000000,24:0.000000,25:0.000159,26:0.146394,27:0.000159,28:0.000000,29:0.000159
45247599#0:0.054594,1:0.000000,2:0.000127,3:0.000127,4:0.000000,5:0.000000,6:0.000127,7:0.000127,8:0.000127,9:0.113623,10:0.000000,11:0.627610,12:0.000000,13:0.000000,14:0.048794,15:0.000127,16:0.000127,17:0.000000,18:0.000000,19:0.010853,20:0.000000,21:0.000127,22:0.063580,23:0.000127,24:0.000127,25:0.000000,26:0.000127,27:0.000127,28:0.000127,29:0.000000
13396584#0:0.144568,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000144,9:0.000000,10:0.142031,11:0.115122,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000144,19:0.000144,20:0.000064,21:0.000000,22:0.000000,23:0.000000,24:0.051565,25:0.000000,26:0.000000,27:0.000144,28:0.000000,29:0.000000
20913783#0:0.107748,1:0.000000,2:0.000182,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000182,8:0.000000,9:0.000182,10:0.174769,11:0.000000,12:-0.009771,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000182,18:0.000000,19:0.000182,20:0.000000,21:0.000182,22:0.000000,23:0.000182,24:0.155992,25:0.000000,26:0.000182,27:0.000000,28:0.000182,29:0.000000
6979202#0:0.000126,1:0.000126,2:0.000126,3:0.922333,4:0.016491,5:0.000000,6:0.000000,7:0.000126,8:0.000126,9:0.000126,10:0.000126,11:0.000000,12:0.000000,13:0.000126,14:0.000126,15:0.000126,16:0.000126,17:0.000000,18:0.000126,19:0.000126,20:0.000126,21:0.000000,22:0.000000,23:0.000126,24:0.000126,25:0.000000,26:0.000126,27:0.000126,28:0.000126,29:0.000000
5744772#0:0.000000,1:0.000250,2:0.000000,3:0.000000,4:0.075791,5:0.000000,6:-0.001799,7:0.243392,8:0.166653,9:0.000000,10:0.000000,11:0.000150,12:0.000000,13:0.000000,14:0.000250,15:0.000000,16:0.000000,17:0.000000,18:0.000250,19:0.000000,20:0.090276,21:0.000250,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000250,27:0.000250,28:0.000250,29:0.000250
53674887#0:0.000117,1:0.000117,2:0.000117,3:0.000117,4:0.000117,5:0.000117,6:0.000117,7:0.000117,8:0.000117,9:0.000117,10:0.294854,11:0.000117,12:0.000117,13:0.000117,14:0.108889,15:0.000117,16:0.000117,17:0.396608,18:0.003626,19:0.000117,20:0.035205,21:0.007135,22:0.147485,23:0.003626,24:0.000117,25:0.000117,26:0.000117,27:0.000117,28:0.000117,29:0.000117
5121670#0:0.000000,1:0.000000,2:0.000000,3:0.000190,4:0.000000,5:0.000000,6:0.000190,7:0.000000,8:0.000190,9:0.000000,10:0.000000,11:0.000000,12:0.000190,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000190,18:0.000190,19:0.000000,20:0.000000,21:0.000409,22:0.000000,23:0.000000,24:0.000190,25:0.000000,26:0.000000,27:0.000190,28:0.279874,29:0.000190
3441601#0:0.060358,1:0.000443,2:0.000000,3:0.000000,4:0.000000,5:0.000231,6:0.000000,7:0.000231,8:0.000231,9:0.057405,10:0.050331,11:0.778009,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000231,17:0.000000,18:0.000000,19:0.000000,20:0.000231,21:0.007176,22:0.094080,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000231,28:0.000000,29:0.000000
2851464#0:0.000000,1:0.630257,2:0.000198,3:0.000198,4:0.000198,5:0.000198,6:0.000000,7:0.000000,8:0.000198,9:0.000198,10:0.000000,11:0.000198,12:0.000198,13:0.000000,14:0.000000,15:0.000000,16:0.000198,17:0.000198,18:0.000000,19:0.000198,20:0.000000,21:0.000198,22:0.000198,23:0.116239,24:0.000198,25:0.000198,26:0.000198,27:0.000198,28:0.000198,29:0.000198
14442635#0:0.001865,1:0.000000,2:0.000197,3:0.000000,4:0.044336,5:0.000197,6:0.004149,7:0.000197,8:0.119759,9:0.000197,10:0.000000,11:0.000197,12:0.000000,13:0.000197,14:0.000197,15:0.000197,16:0.000197,17:0.000197,18:0.000000,19:0.000000,20:0.000197,21:0.000197,22:0.000197,23:0.243282,24:0.000000,25:0.000000,26:0.047430,27:0.397681,28:0.000000,29:0.000000
53759118#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.003068,7:0.000000,8:0.000000,9:0.000000,10:0.064996,11:0.097353,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.003068,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.003093,26:0.000000,27:0.000000,28:0.000000,29:0.000000
2801517#0:0.175916,1:0.000086,2:0.000086,3:0.000086,4:0.000086,5:0.000000,6:0.000086,7:0.000000,8:0.000000,9:0.000000,10:0.111343,11:0.000000,12:0.000000,13:0.000000,14:0.008018,15:0.000086,16:0.000000,17:0.030853,18:0.000000,19:0.286733,20:0.000086,21:0.000086,22:0.000000,23:0.000000,24:0.000086,25:0.128809,26:0.000000,27:0.000086,28:0.000086,29:0.223802
16528443#0:0.021839,1:0.000000,2:0.000120,3:0.000120,4:0.026056,5:0.000000,6:0.000000,7:0.000000,8:0.820949,9:0.000120,10:0.000120,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000120,23:0.000120,24:0.000120,25:0.000000,26:0.000120,27:0.000120,28:0.000120,29:0.000120
8064366#0:0.039775,1:0.000141,2:0.000141,3:0.000141,4:0.000000,5:0.000000,6:0.000000,7:0.000083,8:0.000000,9:0.000000,10:0.187455,11:0.000000,12:0.000000,13:0.000000,14:0.000141,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000141,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000141,28:0.000141,29:0.000000
5613718#0:0.000000,1:0.000000,2:0.000099,3:0.000099,4:0.000000,5:0.000099,6:0.000099,7:0.000000,8:0.000000,9:0.277435,10:0.000000,11:0.000000,12:0.954363,13:0.000000,14:0.041040,15:0.000099,16:0.000000,17:0.067235,18:0.000099,19:0.000000,20:0.000099,21:0.000099,22:0.000099,23:0.000000,24:0.000000,25:0.000099,26:0.000099,27:0.000099,28:0.000000,29:0.000178
50281623#0:0.060341,1:0.051482,2:0.000000,3:0.000000,4:0.031792,5:0.000000,6:0.000000,7:0.000000,8:0.000121,9:0.000000,10:0.145698,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.056376,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000121,24:0.045413,25:0.000000,26:0.000000,27:0.000000,28:0.000121,29:0.000000
5024921#0:0.058059,1:0.000133,2:0.000000,3:0.000000,4:0.000000,5:0.038518,6:0.053084,7:0.000133,8:0.000133,9:0.000133,10:0.035572,11:0.000133,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000133,20:0.531485,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000133,27:0.000000,28:0.000000,29:0.000000
42989217#0:0.000173,1:0.000173,2:0.000173,3:0.000000,4:0.000173,5:0.000173,6:0.000173,7:0.000000,8:0.000173,9:0.000000,10:0.000173,11:0.000000,12:0.000173,13:0.000173,14:0.000173,15:0.000173,16:0.000173,17:0.904326,18:0.000000,19:0.000173,20:0.000173,21:0.000000,22:0.000173,23:0.000173,24:0.000173,25:0.000173,26:0.000173,27:0.000173,28:0.000173,29:0.000173
13407515#0:0.000000,1:0.026836,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000168,11:0.000375,12:0.000000,13:0.000375,14:0.000000,15:0.000000,16:0.000375,17:0.000168,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000375,25:0.000000,26:0.000000,27:0.000000,28:0.000375,29:0.000000
11075748#0:0.000000,1:0.000000,2:0.000146,3:0.000000,4:0.000146,5:0.000146,6:0.000000,7:0.000146,8:0.309899,9:0.000146,10:0.000146,11:0.000146,12:0.000000,13:0.000000,14:0.000000,15:0.000146,16:0.000146,17:0.000146,18:0.000146,19:0.000000,20:0.000000,21:0.000146,22:0.000000,23:0.214226,24:0.000000,25:0.000000,26:0.000146,27:0.000000,28:0.000146,29:0.000000
34262181#0:0.000355,1:0.000355,2:0.000355,3:0.000355,4:0.000355,5:0.000355,6:0.000355,7:0.000355,8:0.000355,9:0.000355,10:0.000355,11:0.000355,12:0.000355,13:0.000355,14:0.000355,15:0.000355,16:0.000355,17:0.329302,18:0.000000,19:0.000000,20:0.000355,21:0.000355,22:0.000355,23:0.520630,24:0.000355,25:0.000355,26:0.000355,27:0.000000,28:0.000355,29:0.000355
25753254#0:0.047488,1:0.000000,2:0.000000,3:0.144561,4:0.000000,5:0.000000,6:0.000147,7:0.000147,8:0.000000,9:0.057527,10:0.040095,11:0.000000,12:0.000147,13:0.000000,14:0.000000,15:0.000000,16:0.000147,17:0.000000,18:0.000000,19:0.000000,20:0.000147,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.224598
28415148#0:0.000000,1:0.000000,2:0.000196,3:0.000196,4:0.000000,5:0.000000,6:0.000000,7:0.000196,8:0.000000,9:0.000196,10:0.057239,11:0.000196,12:0.000196,13:0.000000,14:0.000196,15:0.000196,16:0.000196,17:0.000000,18:0.000000,19:0.000196,20:0.000000,21:0.000000,22:0.603228,23:0.000000,24:0.000196,25:0.000196,26:0.000196,27:0.000000,28:0.000000,29:0.000000
51661485#0:0.124347,1:0.000000,2:0.000000,3:0.000135,4:0.000000,5:0.000135,6:0.331391,7:0.000135,8:0.000135,9:0.000000,10:0.117507,11:0.000000,12:0.000000,13:0.021749,14:0.000135,15:0.000135,16:0.000000,17:0.049466,18:0.000000,19:0.000000,20:0.000135,21:0.061452,22:0.297648,23:0.000000,24:0.157663,25:0.000000,26:0.000135,27:0.076789,28:0.000000,29:0.000000
4784814#0:0.071931,1:0.000141,2:0.000141,3:0.000141,4:0.040003,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.010236,10:0.175110,11:0.000141,12:0.000000,13:0.000000,14:0.000141,15:0.000141,16:0.132532,17:0.000000,18:0.001421,19:0.000141,20:0.000000,21:0.000000,22:0.045186,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000141,29:0.273219
17495727#0:0.000000,1:0.000000,2:0.000000,3:0.000194,4:0.511822,5:0.000000,6:0.000000,7:0.000194,8:0.138435,9:0.119995,10:0.005131,11:0.000194,12:0.000194,13:0.000194,14:0.000000,15:0.000194,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000194,22:0.017701,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000246,29:0.000000
46926513#0:0.000000,1:0.000484,2:0.000820,3:0.000000,4:0.000484,5:0.000000,6:0.000484,7:0.000662,8:0.000000,9:0.000000,10:0.071824,11:0.000760,12:0.000000,13:0.000000,14:0.000000,15:0.000484,16:0.000112,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000484,24:0.000484,25:0.000000,26:0.000000,27:0.000484,28:0.000000,29:0.000000
