3221001#0:0.082344,1:0.000000,2:0.000131,3:0.000131,4:0.002855,5:0.000000,6:0.000000,7:0.000000,8:0.000128,9:0.048068,10:0.316507,11:0.069863,12:0.000131,13:0.000000,14:0.000000,15:0.006853,16:0.000000,17:0.011421,18:0.000131,19:0.078030,20:0.000000,21:0.000000,22:0.068950,23:0.011231,24:0.000000,25:0.000000,26:0.000131,27:0.012175,28:0.000131,29:0.163991
6069776#0:0.000000,1:0.000175,2:0.000175,3:0.000175,4:0.000175,5:0.000175,6:0.000000,7:0.000000,8:0.000000,9:0.000175,10:0.000000,11:0.000000,12:0.000175,13:0.000175,14:0.308282,15:0.000175,16:0.000000,17:0.000175,18:0.000175,19:0.043757,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.509937,25:0.000000,26:0.000000,27:0.000175,28:0.000175,29:0.000000
54094353#0:0.288801,1:0.000000,2:0.000000,3:0.000130,4:0.000000,5:0.000130,6:0.000000,7:0.000000,8:0.000130,9:0.000000,10:0.278314,11:0.030408,12:0.000000,13:0.000000,14:0.000134,15:0.000000,16:0.000130,17:0.106093,18:0.000116,19:0.000087,20:0.000141,21:0.000130,22:0.033143,23:0.000140,24:0.000000,25:0.000000,26:0.000000,27:0.031565,28:0.000000,29:0.000000
54396948#0:0.184692,1:0.123323,2:0.000062,3:0.000000,4:0.000000,5:0.000119,6:0.012704,7:0.000000,8:0.000119,9:0.000119,10:0.423304,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000119,19:0.000000,20:0.028906,21:0.000000,22:0.095679,23:0.000000,24:0.000000,25:0.000119,26:0.000000,27:0.000119,28:0.000119,29:0.021433
11558941#0:0.000000,1:0.000356,2:0.000000,3:0.000356,4:0.000654,5:0.000356,6:0.000000,7:0.618277,8:0.000356,9:0.000356,10:0.000356,11:0.000000,12:0.000356,13:0.057625,14:0.000356,15:0.000000,16:0.000356,17:0.000356,18:0.000356,19:0.000356,20:0.000000,21:0.000000,22:0.000356,23:0.000356,24:0.000000,25:0.000356,26:0.000000,27:0.000000,28:0.000356,29:0.000000
7334943#0:0.030714,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.209066,10:0.017637,11:0.000142,12:0.000140,13:0.000000,14:0.211369,15:0.000140,16:0.000000,17:0.000000,18:0.305614,19:0.024694,20:0.000140,21:0.008955,22:0.000179,23:0.000000,24:0.000000,25:0.000000,26:0.000140,27:0.000000,28:0.000000,29:0.166809
8366624#0:0.029488,1:0.147859,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.043975,7:0.000000,8:0.043726,9:0.000157,10:0.160121,11:0.000000,12:0.000000,13:0.000157,14:0.000000,15:0.000000,16:0.080145,17:0.000000,18:0.063772,19:0.000157,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000157,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
9546273#0:0.034181,1:0.000000,2:0.000191,3:0.000000,4:0.000000,5:0.000000,6:0.040559,7:0.000000,8:0.008029,9:0.000000,10:0.000000,11:0.000000,12:0.000191,13:0.000000,14:0.133904,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.304016,20:0.000000,21:0.000000,22:0.000000,23:0.000191,24:0.000191,25:0.000191,26:0.000000,27:0.000000,28:0.000302,29:0.018093
12120101#0:0.048335,1:0.000216,2:0.000000,3:0.000000,4:0.000000,5:0.000216,6:0.000216,7:0.000000,8:0.000216,9:0.109520,10:0.000159,11:0.001335,12:0.000000,13:0.108556,14:0.109471,15:0.000000,16:0.000216,17:0.000000,18:0.000000,19:0.041062,20:0.000000,21:0.000000,22:0.000000,23:0.018563,24:0.000159,25:0.000216,26:0.000216,27:0.000000,28:0.000000,29:0.000000
36773415#0:0.000000,1:0.000122,2:0.000000,3:0.000000,4:0.000000,5:0.000122,6:0.000122,7:0.000122,8:0.000122,9:0.000000,10:0.000148,11:0.000122,12:0.000000,13:0.000000,14:0.025037,15:0.000122,16:0.000000,17:0.000000,18:0.000122,19:0.000122,20:0.000000,21:0.000000,22:0.248479,23:0.000000,24:0.000000,25:0.000000,26:0.000122,27:0.000122,28:0.000000,29:0.545472
53420586#0:0.024033,1:0.000155,2:0.000000,3:0.000080,4:0.023003,5:0.000155,6:0.821718,7:0.000000,8:0.000068,9:0.000155,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000155,15:0.000155,16:0.000080,17:0.000155,18:0.000155,19:0.000692,20:0.000155,21:0.000297,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000155,29:0.000000
5569585#0:0.019760,1:0.000155,2:0.000155,3:0.000155,4:0.000155,5:0.029914,6:0.023374,7:0.000000,8:0.000000,9:0.000000,10:0.292277,11:0.000155,12:0.000155,13:0.000000,14:0.000000,15:0.036186,16:0.000184,17:0.000155,18:0.000000,19:0.021581,20:0.003026,21:0.000155,22:0.000000,23:0.000155,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.056663
6857781#0:0.000000,1:0.000510,2:0.000510,3:0.000510,4:0.000000,5:0.000510,6:0.000510,7:0.000000,8:0.000510,9:0.000000,10:0.000510,11:0.088229,12:0.077050,13:0.000510,14:0.000510,15:0.000000,16:0.000510,17:0.000510,18:0.000000,19:0.000510,20:0.000510,21:0.000510,22:0.000510,23:0.077373,24:0.470820,25:0.000510,26:0.000000,27:0.000510,28:0.000510,29:0.000510
26075193#0:0.000000,1:0.000000,2:0.007505,3:0.031021,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.785406,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000164,15:0.000000,16:0.000164,17:0.000000,18:0.000000,19:0.000164,20:0.000000,21:0.000164,22:0.000000,23:0.026636,24:0.000000,25:0.000000,26:0.000000,27:0.000159,28:0.000000,29:0.000164
32053818#0:0.024961,1:0.021184,2:0.000310,3:0.000000,4:0.000000,5:0.000220,6:0.000220,7:0.000220,8:0.443670,9:0.000220,10:0.000000,11:0.000000,12:0.000000,13:0.000220,14:0.000220,15:0.000000,16:0.000220,17:0.000000,18:0.000220,19:0.000220,20:-0.131953,21:0.000220,22:0.000220,23:0.206268,24:0.000220,25:0.000220,26:0.000000,27:0.304073,28:0.000220,29:0.000220
26854461#0:0.238960,1:0.006476,2:0.000106,3:0.000106,4:0.000106,5:0.000106,6:0.000106,7:0.000106,8:0.000106,9:0.000106,10:0.216667,11:0.000106,12:0.000106,13:0.000106,14:0.000106,15:0.000106,16:0.114756,17:0.000106,18:0.000106,19:0.003291,20:0.076539,21:0.000106,22:0.041507,23:0.000106,24:0.000106,25:0.000106,26:0.000106,27:0.000106,28:0.000106,29:0.299469
22581828#0:0.049105,1:0.000000,2:0.000000,3:0.000000,4:0.000058,5:0.000116,6:0.000000,7:0.000000,8:0.000000,9:0.000116,10:0.136024,11:0.000000,12:0.016939,13:0.000116,14:0.000000,15:0.000116,16:0.034244,17:0.000116,18:0.000116,19:0.546622,20:0.000000,21:0.000000,22:0.068977,23:0.000116,24:0.000000,25:0.000000,26:0.000535,27:0.000000,28:0.000116,29:0.000000
3295841#0:0.017045,1:0.418065,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.127437,8:0.000159,9:0.000159,10:0.046383,11:0.000000,12:0.000000,13:0.064994,14:0.006744,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000159,20:0.083365,21:0.000000,22:0.000000,23:0.019623,24:0.025623,25:0.078769,26:0.000000,27:0.000000,28:-0.000963,29:0.000000
54728266#0:0.073412,1:0.000000,2:0.000193,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.016174,9:0.000000,10:0.000000,11:0.000000,12:0.000053,13:0.000000,14:0.000193,15:0.000000,16:0.000193,17:0.000193,18:0.000000,19:0.095725,20:0.000193,21:0.000193,22:0.000000,23:0.000000,24:0.000193,25:0.000193,26:0.000000,27:0.388254,28:0.000193,29:0.000000
8135757#0:0.025288,1:0.000000,2:0.000144,3:0.000000,4:0.000144,5:0.011022,6:0.003388,7:0.000144,8:0.000144,9:0.394868,10:0.000144,11:0.217512,12:0.000000,13:0.000000,14:-0.072741,15:0.018711,16:0.000144,17:0.000054,18:0.011556,19:0.029888,20:0.022737,21:0.000000,22:0.020608,23:0.000151,24:0.000000,25:0.000000,26:0.000144,27:0.000144,28:0.000144,29:0.000000
