39533058#0:0.000362,1:0.000362,2:0.000000,3:0.000362,4:0.000000,5:0.000362,6:0.000362,7:0.000000,8:0.000362,9:0.000000,10:0.000362,11:0.414047,12:0.000362,13:0.000362,14:0.000362,15:0.000000,16:0.000362,17:0.000362,18:0.000362,19:0.000362,20:0.000362,21:0.000362,22:0.000362,23:0.000000,24:0.000000,25:0.000000,26:0.000362,27:0.000362,28:0.000362,29:0.000000
16005123#0:0.000000,1:0.000000,2:0.000349,3:0.000349,4:0.000349,5:0.000349,6:0.000349,7:0.000000,8:0.000349,9:0.000349,10:0.000349,11:0.000000,12:0.000349,13:0.000349,14:0.000000,15:0.000349,16:0.000349,17:0.000000,18:0.000349,19:0.000349,20:0.000349,21:0.000349,22:0.000349,23:0.000349,24:0.000349,25:0.000349,26:0.000349,27:0.000349,28:0.643733,29:0.000349
55217157#0:0.000000,1:0.000000,2:0.000097,3:0.000097,4:0.000000,5:0.000097,6:0.000097,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000097,17:0.000097,18:0.000097,19:0.000097,20:0.000000,21:0.000000,22:0.000097,23:0.000097,24:0.000097,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
47244807#0:0.000149,1:0.000149,2:0.000000,3:0.000149,4:0.000149,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000149,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000149,15:0.000149,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000149,23:0.000149,24:0.000149,25:0.000149,26:0.000149,27:0.000149,28:0.000149,29:0.000000
32518665#0:0.000000,1:0.000000,2:0.000252,3:0.000000,4:0.000252,5:0.000000,6:0.000252,7:0.000000,8:0.000252,9:0.000252,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000252,16:0.000000,17:0.000000,18:0.000252,19:0.000252,20:0.000000,21:0.000252,22:0.000000,23:0.000000,24:0.000000,25:0.000252,26:0.000000,27:0.000252,28:0.000000,29:0.000252
47940618#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000128,7:0.000128,8:0.000128,9:0.000128,10:0.000000,11:0.000000,12:0.000128,13:0.000128,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000128,20:0.000128,21:0.000000,22:0.191713,23:0.000000,24:0.000000,25:0.000000,26:0.000128,27:0.000128,28:0.000128,29:0.000000
53547027#0:0.000000,1:0.000000,2:0.000106,3:0.000000,4:0.000000,5:0.000000,6:0.000106,7:0.000106,8:0.000106,9:0.000106,10:0.444534,11:0.223214,12:0.000000,13:0.000000,14:0.000000,15:0.000106,16:0.000000,17:0.000000,18:0.000000,19:0.000106,20:0.000106,21:0.000000,22:0.115513,23:0.000106,24:0.000000,25:0.000106,26:0.000000,27:0.000000,28:0.000106,29:0.000000
14061588#0:0.000000,1:0.000000,2:0.000169,3:0.000169,4:0.000169,5:0.000169,6:0.000169,7:0.000169,8:0.000169,9:0.000169,10:0.000169,11:0.000169,12:0.133954,13:0.000169,14:0.000169,15:0.000169,16:0.000000,17:0.000169,18:0.000000,19:0.000169,20:0.000000,21:0.000169,22:0.000000,23:0.498247,24:0.000169,25:0.000169,26:0.000169,27:0.000169,28:0.000169,29:0.000169
48224280#0:0.000129,1:0.000129,2:0.000129,3:0.000129,4:0.000129,5:0.000129,6:0.000129,7:0.000129,8:0.000129,9:0.000129,10:0.239511,11:0.000129,12:0.000129,13:0.000129,14:0.000129,15:0.000129,16:0.200901,17:0.000129,18:0.000129,19:0.000129,20:0.000129,21:0.000129,22:0.096654,23:0.000129,24:0.000129,25:0.000129,26:0.000129,27:0.000129,28:0.000129,29:0.459588
52660251#0:0.000000,1:0.000000,2:0.000000,3:0.000124,4:0.000000,5:0.000000,6:0.000124,7:0.000000,8:0.000124,9:0.000000,10:0.372648,11:0.000124,12:0.000124,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000124,21:0.000124,22:0.000124,23:0.000124,24:0.000124,25:0.000124,26:0.000000,27:0.000124,28:0.000000,29:0.000124
17202204#0:0.167980,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000106,6:0.000000,7:0.000000,8:0.000106,9:0.000106,10:0.000000,11:0.000000,12:0.000106,13:0.000000,14:0.000000,15:0.000106,16:0.000000,17:0.000106,18:0.000000,19:0.000106,20:0.000000,21:0.000000,22:0.000000,23:0.000106,24:0.000000,25:0.000000,26:0.000106,27:0.000106,28:0.000000,29:0.000000
16823838#0:0.000000,1:0.000533,2:0.000533,3:0.000000,4:0.000533,5:0.000533,6:0.000533,7:0.000533,8:0.000533,9:0.000533,10:0.000000,11:0.400122,12:0.000533,13:0.000533,14:0.000533,15:0.000533,16:0.000533,17:0.000533,18:0.000533,19:0.000533,20:0.000533,21:0.000533,22:0.000533,23:0.000000,24:0.000533,25:0.000533,26:0.000000,27:0.000533,28:0.000533,29:0.000000
54626344#0:0.000000,1:0.325301,2:0.000126,3:0.000126,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000126,9:0.000126,10:0.472932,11:0.000126,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000126,18:0.000126,19:0.000126,20:0.000000,21:0.000000,22:0.000126,23:0.000126,24:0.000000,25:0.000000,26:0.000126,27:0.000126,28:0.000126,29:0.000000
32994861#0:0.000000,1:0.000000,2:0.000134,3:0.000000,4:0.000134,5:0.000000,6:0.000134,7:0.000134,8:0.000134,9:0.119321,10:0.000000,11:0.000134,12:0.000134,13:0.000000,14:0.000000,15:0.000000,16:0.000134,17:0.000000,18:0.000000,19:0.000134,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000134,28:0.000000,29:0.000000
25859118#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.308054,11:0.000000,12:0.000000,13:0.045456,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.243078,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.244411,26:0.000000,27:0.000000,28:0.000000,29:0.000000
31204400#0:0.000126,1:0.000126,2:0.000126,3:0.000000,4:0.158224,5:0.000000,6:0.110625,7:0.000000,8:0.062898,9:0.000126,10:0.000126,11:0.000126,12:0.000000,13:0.000126,14:0.000126,15:0.000126,16:0.553978,17:0.000000,18:0.000000,19:0.000126,20:0.000126,21:0.000126,22:0.000126,23:0.000000,24:0.000126,25:0.000126,26:0.000000,27:0.000126,28:0.000126,29:0.000126
31001653#0:0.000000,1:0.000000,2:0.000000,3:0.000071,4:0.000000,5:0.234165,6:0.000071,7:0.000000,8:0.000000,9:0.000000,10:0.318264,11:0.000000,12:0.000071,13:0.000071,14:0.000000,15:0.000000,16:0.000071,17:0.000000,18:0.000000,19:0.000071,20:0.000000,21:0.000071,22:0.000000,23:0.000071,24:0.000000,25:0.072315,26:0.000000,27:0.000071,28:0.000071,29:0.190515
51425289#0:0.000000,1:0.000112,2:0.000112,3:0.000112,4:0.000000,5:0.000112,6:0.000000,7:0.804541,8:0.000112,9:0.000112,10:0.000000,11:0.000112,12:0.000112,13:0.000000,14:0.000112,15:0.000000,16:0.000112,17:0.000112,18:0.000112,19:0.000112,20:0.000112,21:0.000112,22:0.000000,23:0.000112,24:0.000112,25:0.000112,26:0.000000,27:0.000000,28:0.000112,29:0.000000
20846136#0:0.000178,1:0.000178,2:0.000178,3:0.000178,4:0.000178,5:0.000178,6:0.000178,7:0.000000,8:0.000178,9:0.000178,10:0.712370,11:0.000000,12:0.000178,13:0.000000,14:0.000178,15:0.000178,16:0.000000,17:0.000178,18:0.000178,19:0.000178,20:0.000178,21:0.000178,22:0.000000,23:0.000000,24:0.000000,25:0.000178,26:0.000178,27:0.000178,28:0.000178,29:0.000178
31223355#0:0.000000,1:0.000108,2:0.000108,3:0.000108,4:0.000000,5:0.000000,6:0.000108,7:0.000108,8:0.000000,9:0.000000,10:0.000000,11:0.000108,12:0.000000,13:0.000108,14:0.000000,15:0.000108,16:0.000000,17:0.000000,18:0.000108,19:0.000000,20:0.000108,21:0.000108,22:0.000000,23:0.000000,24:0.000108,25:0.000000,26:0.000108,27:0.000108,28:0.000000,29:0.000000
50068029#0:0.000000,1:0.000151,2:0.000151,3:0.000000,4:0.000151,5:0.000151,6:0.000000,7:0.000151,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000151,16:0.000000,17:0.209816,18:0.000000,19:0.000151,20:0.000000,21:0.000151,22:0.317421,23:0.000151,24:0.000151,25:0.000151,26:0.000151,27:0.000151,28:0.000151,29:0.000000
33191487#0:0.000122,1:0.000000,2:0.000118,3:0.000118,4:0.428562,5:0.000118,6:0.000118,7:0.000000,8:0.351539,9:0.000118,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000118,16:0.000118,17:0.000000,18:0.000118,19:0.000118,20:0.000118,21:0.000000,22:0.000118,23:0.000000,24:0.000000,25:0.000118,26:0.000118,27:0.000000,28:0.000118,29:0.000118
26674752#0:0.099550,1:0.000121,2:0.000121,3:0.000000,4:0.000121,5:0.000121,6:0.000121,7:0.000000,8:0.000121,9:0.000000,10:0.000000,11:0.000121,12:0.000121,13:0.000000,14:0.000000,15:0.000121,16:0.000121,17:0.000121,18:0.000000,19:0.000121,20:0.000121,21:0.000121,22:0.000000,23:0.000121,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
45998145#0:0.000000,1:0.000217,2:0.000217,3:0.000000,4:0.000217,5:0.000217,6:0.000000,7:0.000000,8:0.000217,9:0.000217,10:0.000000,11:0.000217,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000217,17:0.000000,18:0.000217,19:0.000217,20:0.000000,21:0.000000,22:0.000217,23:0.000000,24:0.000000,25:0.000000,26:0.000217,27:0.000217,28:0.000217,29:0.000217
12142152#0:0.000000,1:0.000142,2:0.000142,3:0.000000,4:0.000000,5:0.000142,6:0.000000,7:0.000000,8:0.000142,9:0.000142,10:0.000142,11:0.000000,12:0.000142,13:0.000142,14:0.000000,15:0.000142,16:0.000000,17:0.000142,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000142,24:0.000142,25:0.000000,26:0.000000,27:0.000142,28:0.000142,29:0.000000
