9080832#0:0.036435,1:0.000000,2:0.000152,3:0.000000,4:0.036880,5:0.000152,6:0.166490,7:0.000000,8:0.251129,9:0.000152,10:0.096825,11:0.000000,12:0.013434,13:0.010990,14:0.000152,15:0.000000,16:0.004561,17:0.019756,18:0.000000,19:0.000000,20:0.051481,21:0.000607,22:0.000152,23:0.043480,24:0.000152,25:0.000000,26:0.010375,27:0.000000,28:0.000152,29:0.000152
3610113#0:0.065915,1:0.000150,2:0.000000,3:0.000000,4:0.029961,5:0.000000,6:0.000000,7:0.000000,8:0.000150,9:0.000000,10:0.082348,11:0.000150,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.044021,19:0.112737,20:0.014244,21:0.000000,22:0.025802,23:0.000000,24:0.000000,25:0.152583,26:-0.005933,27:0.000150,28:0.000150,29:0.126468
51187716#0:0.103012,1:0.000000,2:0.000107,3:0.000107,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.118211,9:0.000107,10:0.014633,11:0.013960,12:0.000107,13:0.000107,14:0.000107,15:0.000000,16:0.000107,17:0.000107,18:0.000107,19:0.531505,20:0.013679,21:0.000107,22:0.026268,23:0.000353,24:0.000107,25:0.000107,26:0.000107,27:0.000000,28:0.000107,29:0.101290
31089669#0:0.058086,1:0.029664,2:0.000000,3:0.000000,4:0.000000,5:0.029480,6:0.000000,7:0.000000,8:0.000000,9:0.059408,10:0.090561,11:0.058685,12:0.000000,13:0.105031,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000439,19:0.000439,20:0.000439,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000439,28:0.000000,29:0.000000
8539147#0:0.000193,1:0.000193,2:0.042963,3:0.786352,4:0.029848,5:0.000000,6:0.000000,7:0.000000,8:0.000193,9:0.000193,10:0.000000,11:0.000000,12:0.000193,13:0.000193,14:0.000193,15:0.021764,16:0.000193,17:0.000193,18:0.025014,19:0.000193,20:0.000000,21:0.000000,22:0.000000,23:0.000386,24:0.000193,25:0.000193,26:0.000000,27:0.000193,28:0.000193,29:0.000000
6422038#0:0.000000,1:0.000179,2:0.000179,3:0.660165,4:0.000101,5:0.000179,6:0.000000,7:0.021207,8:0.000179,9:0.000000,10:0.000000,11:0.000179,12:0.000000,13:0.000000,14:0.000000,15:0.000179,16:0.000179,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000365,24:0.000179,25:0.007167,26:0.000000,27:0.000179,28:0.000179,29:0.085318
54216216#0:0.000000,1:0.000206,2:0.000206,3:0.124544,4:0.000206,5:0.000206,6:0.000206,7:0.000000,8:0.000206,9:0.102843,10:0.000000,11:0.000000,12:0.000206,13:0.041532,14:0.383987,15:0.000206,16:0.077883,17:0.000000,18:0.612106,19:0.000000,20:0.000206,21:0.000206,22:0.000000,23:0.000206,24:0.000206,25:0.000206,26:0.129519,27:0.000206,28:0.000000,29:0.000206
54028463#0:0.000037,1:0.000000,2:0.060936,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000113,9:0.031819,10:0.127246,11:0.091517,12:0.000000,13:0.420700,14:0.000000,15:0.039534,16:0.000200,17:0.000000,18:0.012496,19:0.000200,20:0.000000,21:0.000000,22:0.015651,23:0.000113,24:0.000000,25:0.070553,26:0.000113,27:0.000000,28:0.006563,29:0.000000
32648221#0:0.069795,1:0.000000,2:0.000000,3:0.000000,4:-0.023152,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000154,13:0.000000,14:0.224782,15:0.000000,16:0.000000,17:0.016372,18:0.000000,19:0.449850,20:0.000162,21:0.000000,22:0.016936,23:0.000000,24:0.000000,25:0.000046,26:0.000000,27:0.017047,28:0.000000,29:0.000000
46859808#0:0.000216,1:0.000216,2:0.000216,3:0.311905,4:0.000216,5:0.000216,6:0.000216,7:0.000216,8:0.000216,9:0.000216,10:0.000216,11:0.000216,12:0.000216,13:0.000216,14:0.000216,15:0.000216,16:0.000216,17:0.000216,18:0.000216,19:0.000216,20:0.305411,21:0.000216,22:0.337879,23:0.000216,24:0.000216,25:0.000216,26:0.000216,27:0.000216,28:0.000216,29:0.039177
38738979#0:0.050940,1:0.000000,2:0.000428,3:0.000000,4:0.000166,5:0.000000,6:0.026563,7:0.000000,8:0.000000,9:0.000349,10:0.661632,11:0.013406,12:0.156745,13:0.000000,14:0.000166,15:0.000000,16:0.074934,17:0.049065,18:0.000000,19:0.006899,20:0.000000,21:0.000166,22:0.065837,23:0.000000,24:0.000000,25:0.032400,26:0.000000,27:0.000166,28:0.000166,29:0.013118
11284008#0:0.037744,1:0.000000,2:0.000309,3:0.000182,4:0.000170,5:0.000000,6:0.000378,7:0.000000,8:0.812161,9:0.000182,10:0.000000,11:0.000000,12:0.000100,13:0.000182,14:0.000309,15:0.000000,16:0.000000,17:0.000182,18:0.000136,19:0.000670,20:0.000000,21:0.000182,22:0.000182,23:0.000000,24:0.000000,25:0.000000,26:0.000182,27:0.000185,28:0.000182,29:0.000000
5911605#0:0.000000,1:0.000000,2:0.000000,3:0.145916,4:0.073679,5:0.000000,6:0.000000,7:0.208741,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000150,16:0.000150,17:0.006812,18:0.076639,19:0.000000,20:0.071197,21:0.000000,22:0.064472,23:0.000150,24:0.000150,25:0.000000,26:0.000150,27:0.000000,28:0.000000,29:0.000150
45878331#0:0.044738,1:0.000129,2:0.000000,3:0.000000,4:0.344885,5:0.035732,6:0.000113,7:0.000000,8:0.000129,9:0.000000,10:0.028693,11:0.037414,12:0.000000,13:0.000000,14:0.210998,15:0.000000,16:0.000285,17:0.000000,18:0.000000,19:0.000000,20:0.000431,21:0.000000,22:0.000000,23:0.000000,24:0.045852,25:0.015899,26:0.009482,27:0.000129,28:0.282426,29:0.022483
12012810#0:0.043413,1:0.000115,2:0.000000,3:0.000000,4:0.011052,5:0.000115,6:0.000115,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000115,15:0.000000,16:0.000000,17:0.000115,18:0.013604,19:0.000115,20:0.011884,21:0.008813,22:0.000115,23:0.000000,24:0.000115,25:0.000000,26:0.000115,27:0.000000,28:0.877847,29:0.119227
31936575#0:0.000000,1:0.000000,2:0.000159,3:0.001359,4:0.001403,5:0.000000,6:0.000000,7:0.000000,8:0.781341,9:0.000000,10:0.000159,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000159,17:0.000000,18:0.000000,19:0.000159,20:0.000159,21:0.000159,22:0.000159,23:0.024679,24:0.000000,25:0.000159,26:0.000000,27:0.000000,28:0.000159,29:0.000000
7825476#0:0.011902,1:0.000393,2:0.000161,3:0.000071,4:0.000000,5:0.000158,6:0.004525,7:0.002682,8:0.891216,9:0.000000,10:0.000932,11:0.017122,12:0.000000,13:0.000587,14:0.000000,15:0.000000,16:0.000158,17:0.000168,18:0.023887,19:0.000000,20:0.033060,21:0.000158,22:0.000158,23:0.000158,24:0.000548,25:0.000158,26:0.000000,27:0.055440,28:0.000000,29:0.000000
53852742#0:0.014335,1:0.000189,2:0.000189,3:0.000645,4:0.000000,5:0.002494,6:0.102759,7:0.000189,8:0.003383,9:0.050843,10:0.438790,11:0.000189,12:0.000189,13:0.000189,14:0.000189,15:0.000189,16:0.209273,17:0.000189,18:0.000189,19:0.000189,20:0.000189,21:0.000189,22:0.000000,23:0.036940,24:0.002927,25:0.000189,26:0.014335,27:0.048884,28:0.000189,29:0.035094
21576263#0:0.036742,1:0.000000,2:0.000000,3:0.000000,4:0.013652,5:0.567850,6:0.000115,7:0.000000,8:0.000237,9:0.000115,10:0.342236,11:0.000115,12:0.000115,13:0.000282,14:0.000115,15:0.000293,16:0.000115,17:0.000295,18:0.000115,19:0.000000,20:0.000115,21:0.000000,22:0.000115,23:0.000115,24:0.000000,25:0.000115,26:0.000275,27:0.000000,28:0.000115,29:0.000000
31879245#0:0.044933,1:0.000000,2:0.000000,3:0.000000,4:0.117233,5:0.000000,6:0.045005,7:0.157929,8:0.000000,9:0.000216,10:0.040166,11:0.000000,12:0.000000,13:0.000000,14:0.038305,15:0.000000,16:0.000000,17:0.043570,18:0.045386,19:0.029187,20:0.000000,21:0.001448,22:0.149679,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.058200
47013969#0:0.000000,1:0.073333,2:0.000000,3:0.046256,4:0.000000,5:0.000182,6:0.000000,7:0.015894,8:0.206856,9:0.192175,10:0.700213,11:0.031537,12:0.000000,13:0.115062,14:0.000000,15:0.027141,16:0.000182,17:0.052323,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.016509,24:0.000000,25:0.000182,26:0.038101,27:0.000182,28:0.155424,29:0.000000
25951314#0:0.028118,1:0.091538,2:0.000327,3:0.012780,4:0.000000,5:0.000151,6:0.000000,7:0.000000,8:0.011901,9:0.000000,10:0.110838,11:0.000000,12:0.018997,13:0.002070,14:0.000107,15:0.000000,16:0.030610,17:0.075711,18:0.000000,19:0.000000,20:0.000151,21:0.000000,22:0.161882,23:0.050932,24:0.015450,25:0.016680,26:0.000000,27:0.000816,28:0.078605,29:0.000000
9559395#0:0.016817,1:0.000000,2:0.000000,3:0.000000,4:0.000123,5:0.000000,6:0.848272,7:0.028787,8:0.035001,9:0.000127,10:0.000000,11:0.014660,12:0.000842,13:0.000000,14:0.000127,15:0.000000,16:0.000127,17:0.000000,18:0.000000,19:0.000000,20:0.029016,21:0.000000,22:0.000000,23:0.000127,24:0.000000,25:0.000000,26:0.000000,27:0.021633,28:0.000127,29:0.000000
21362775#0:0.047811,1:0.000092,2:0.000000,3:0.000000,4:0.000000,5:0.000360,6:0.000092,7:0.000092,8:0.000092,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.026022,14:0.000092,15:0.000563,16:0.000092,17:0.000763,18:0.000000,19:0.000092,20:0.000000,21:0.000066,22:0.000000,23:0.000092,24:0.000392,25:0.000092,26:0.000563,27:0.000000,28:0.733823,29:0.000092
6659673#0:0.029429,1:0.000320,2:0.000000,3:0.332525,4:0.000000,5:0.017039,6:0.000140,7:0.227600,8:0.000140,9:0.000000,10:0.000140,11:0.000000,12:0.000140,13:0.015345,14:0.000000,15:0.000000,16:0.000000,17:0.020807,18:0.025896,19:0.000140,20:0.000000,21:0.000140,22:0.000080,23:0.021791,24:0.000000,25:0.000039,26:0.000140,27:0.000140,28:0.000046,29:0.079727
47467107#0:0.000189,1:0.000189,2:0.000189,3:0.000189,4:0.000189,5:0.000189,6:0.000189,7:0.125189,8:0.000189,9:0.000189,10:0.000189,11:0.000189,12:0.000189,13:0.000189,14:0.000189,15:0.000189,16:0.869508,17:0.000189,18:0.000189,19:0.000189,20:0.000189,21:0.000189,22:0.000189,23:0.000189,24:0.000189,25:0.000189,26:0.000189,27:0.000189,28:0.000189,29:0.000189
31059048#0:0.084580,1:0.000135,2:0.000135,3:0.000135,4:0.000135,5:0.027337,6:0.025686,7:0.665442,8:0.000000,9:0.000135,10:0.090610,11:0.005495,12:0.000000,13:0.040864,14:0.080805,15:0.000000,16:-0.006356,17:0.000000,18:0.000000,19:0.004744,20:0.000548,21:0.000000,22:0.047877,23:0.000000,24:0.000000,25:0.000658,26:0.026367,27:0.000899,28:0.000000,29:0.000000
26091117#0:0.063354,1:0.000069,2:0.000000,3:0.000000,4:0.056544,5:0.000000,6:0.000267,7:0.000000,8:0.024473,9:0.131550,10:0.092275,11:0.021707,12:0.045945,13:0.000000,14:0.101658,15:0.000000,16:0.057136,17:0.023236,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.047596,24:0.000000,25:0.000000,26:0.070204,27:0.000145,28:0.000000,29:0.038849
25859182#0:0.018184,1:0.000000,2:0.000158,3:0.000000,4:0.051665,5:0.000000,6:0.010971,7:0.329524,8:0.000158,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.055437,14:0.037503,15:-0.021310,16:0.000000,17:0.015766,18:0.085370,19:0.000000,20:0.000000,21:0.000000,22:0.047769,23:0.024342,24:0.010593,25:0.000124,26:0.122409,27:0.000158,28:0.000000,29:0.000000
45247599#0:0.084434,1:0.000000,2:0.000130,3:0.000130,4:0.000000,5:0.000000,6:0.000130,7:0.000130,8:0.000000,9:0.103040,10:0.010814,11:0.606770,12:0.004735,13:0.000000,14:0.054645,15:0.000000,16:0.000130,17:0.017785,18:0.000000,19:0.021885,20:0.000000,21:0.000130,22:0.046027,23:0.000130,24:0.000130,25:0.000000,26:0.000130,27:0.000130,28:0.000130,29:0.000992
13396584#0:0.161049,1:0.000000,2:0.000000,3:0.000000,4:0.039047,5:0.000000,6:0.000000,7:0.000000,8:0.000133,9:0.000000,10:0.143819,11:0.111532,12:0.000000,13:0.022523,14:0.045465,15:0.000000,16:0.057402,17:0.026252,18:0.000000,19:0.002981,20:0.022821,21:0.000905,22:0.033026,23:0.003350,24:0.058434,25:0.079319,26:0.015159,27:0.000000,28:0.000000,29:0.041041
20913783#0:0.104396,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.031370,6:0.000000,7:0.000173,8:0.000447,9:0.000173,10:0.160000,11:0.000000,12:0.034912,13:0.038303,14:0.000000,15:0.043892,16:0.000000,17:0.000000,18:0.033705,19:0.000173,20:0.054638,21:0.000093,22:0.103714,23:0.000173,24:0.111817,25:0.080702,26:0.000173,27:0.000000,28:0.000000,29:0.033531
6979202#0:0.000182,1:0.000182,2:0.000000,3:0.993512,4:0.027843,5:0.000000,6:0.000000,7:0.000182,8:0.000182,9:0.000182,10:0.000182,11:0.000000,12:0.000000,13:0.000182,14:0.000182,15:0.000182,16:0.000182,17:0.000000,18:0.000000,19:0.000000,20:0.000182,21:0.000000,22:0.000000,23:0.000182,24:0.000182,25:0.000000,26:0.000182,27:0.000000,28:0.000182,29:0.000000
5744772#0:0.043518,1:0.000000,2:0.000000,3:0.000000,4:0.099737,5:0.049055,6:0.000000,7:0.148699,8:0.151386,9:0.000000,10:0.046121,11:0.009942,12:0.000000,13:0.000000,14:0.000000,15:0.065737,16:0.001462,17:0.008767,18:0.000213,19:0.046580,20:0.280641,21:0.000000,22:0.001028,23:0.022584,24:0.021229,25:0.000000,26:0.000000,27:0.038296,28:0.000000,29:0.000213
53674887#0:0.000117,1:0.000117,2:0.000117,3:0.000117,4:0.000117,5:0.000117,6:0.000117,7:0.000117,8:0.000117,9:0.000117,10:0.294854,11:0.000117,12:0.000117,13:0.000117,14:0.108889,15:0.000117,16:0.000117,17:0.396608,18:0.003626,19:0.000117,20:0.035205,21:0.007135,22:0.147485,23:0.003626,24:0.000117,25:0.000117,26:0.000117,27:0.000117,28:0.000117,29:0.000117
5121670#0:0.026791,1:0.000000,2:0.000000,3:0.000073,4:0.000000,5:0.013479,6:0.000073,7:0.058944,8:0.000073,9:0.061648,10:0.068929,11:0.120625,12:0.000073,13:0.031760,14:0.030546,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.032434,24:0.000000,25:0.000000,26:0.000000,27:0.000073,28:0.052422,29:0.000148
3441601#0:0.058059,1:0.000407,2:0.000000,3:0.000000,4:0.000000,5:0.000167,6:0.000551,7:0.000000,8:0.000167,9:0.060466,10:0.061765,11:0.555157,12:0.061657,13:0.000000,14:0.026212,15:0.001555,16:0.000000,17:0.000000,18:-0.002543,19:0.000480,20:0.000167,21:0.005167,22:0.035491,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000936,29:0.000861
2851464#0:0.046438,1:0.553870,2:0.000236,3:0.000236,4:0.000236,5:0.000000,6:0.000000,7:0.000000,8:0.000236,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:-0.025877,15:0.000000,16:0.000000,17:0.000236,18:0.000000,19:0.000236,20:0.042147,21:0.000000,22:0.000000,23:0.085010,24:0.000000,25:0.000236,26:0.000000,27:0.000000,28:0.000236,29:0.000000
14442635#0:0.002259,1:0.000000,2:0.000000,3:0.000511,4:0.044045,5:0.000197,6:0.003168,7:0.000197,8:0.116858,9:0.000197,10:0.000000,11:0.000000,12:0.033071,13:0.000197,14:0.000197,15:0.000197,16:0.000197,17:0.000197,18:0.000511,19:0.000000,20:0.001030,21:0.000000,22:0.000197,23:0.257980,24:0.000000,25:0.000000,26:0.037030,27:0.454492,28:0.000511,29:0.000000
