20898048#0:0.000204,1:0.000204,2:0.000204,3:0.000204,4:0.000000,5:0.000204,6:0.000000,7:0.000204,8:0.000204,9:0.000204,10:0.000000,11:0.000204,12:0.000204,13:0.000000,14:0.000204,15:0.000204,16:0.000000,17:0.000204,18:0.000000,19:0.000204,20:0.000000,21:0.000204,22:0.000204,23:0.000204,24:0.000000,25:0.621576,26:0.000204,27:0.000204,28:0.000204,29:0.000000
16737285#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
42946566#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
19984983#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000140,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.131627,11:0.000000,12:0.000140,13:0.000140,14:0.000140,15:0.000140,16:0.000000,17:0.000140,18:0.000000,19:0.000000,20:0.000000,21:0.000140,22:0.000140,23:0.000000,24:0.000140,25:0.000140,26:0.000140,27:0.000000,28:0.000140,29:0.000140
1058317#0:0.000000,1:0.000171,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000171,7:0.000000,8:0.000171,9:0.000000,10:0.000000,11:0.000171,12:0.000171,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000171,18:0.000171,19:0.000171,20:0.000171,21:0.000000,22:0.000000,23:0.000171,24:0.000000,25:0.000171,26:0.000171,27:0.000000,28:0.000171,29:0.000000
6185492#0:0.170695,1:0.000000,2:0.000103,3:0.000103,4:0.000000,5:0.000103,6:0.000000,7:0.000000,8:0.000103,9:0.000000,10:0.116581,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000103,17:0.000103,18:0.000103,19:0.000103,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000103,27:0.000103,28:0.551434,29:0.000000
38340117#0:0.000000,1:0.000000,2:0.000257,3:0.000257,4:0.000257,5:0.000257,6:0.000000,7:0.000257,8:0.000257,9:0.000257,10:0.000000,11:0.000257,12:0.000000,13:0.000257,14:0.000257,15:0.000000,16:0.000000,17:0.000257,18:0.000257,19:0.000257,20:0.000257,21:0.000257,22:0.000257,23:0.000000,24:0.000257,25:0.000000,26:0.000257,27:0.000257,28:0.000257,29:0.000000
9679898#0:0.000000,1:0.000000,2:0.000000,3:0.000180,4:0.000180,5:0.000180,6:0.000000,7:0.000000,8:0.000180,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000180,14:0.000180,15:0.000180,16:0.000180,17:0.000180,18:0.000180,19:0.000000,20:0.000000,21:0.000180,22:0.000000,23:0.000000,24:0.000180,25:0.000000,26:0.000000,27:0.000180,28:0.000000,29:0.000000
54856119#0:0.000000,1:0.000162,2:0.000000,3:0.000162,4:0.000000,5:0.000000,6:0.000162,7:0.000000,8:0.000000,9:0.000162,10:0.000000,11:0.000162,12:0.000000,13:0.000162,14:0.000000,15:0.000162,16:0.000162,17:0.000000,18:0.000162,19:0.000162,20:0.000000,21:0.000000,22:0.000162,23:0.000162,24:0.000162,25:0.000000,26:0.000162,27:0.000162,28:0.000000,29:0.000000
12032543#0:0.000000,1:0.000000,2:0.000124,3:0.000124,4:0.445340,5:0.000124,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.285481,11:0.000000,12:0.000124,13:0.000124,14:0.000124,15:0.000000,16:0.000124,17:0.000124,18:0.000124,19:0.000124,20:0.000124,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000124,26:0.000000,27:0.000124,28:0.000124,29:0.000124
9479713#0:0.000128,1:0.000000,2:0.000128,3:0.000000,4:0.000000,5:0.000128,6:0.000000,7:0.000000,8:0.473860,9:0.000128,10:0.000128,11:0.000000,12:0.000000,13:0.000128,14:0.000000,15:0.000128,16:0.000000,17:0.000128,18:0.000128,19:0.000000,20:0.000000,21:0.000128,22:0.000128,23:0.000128,24:0.000128,25:0.000000,26:0.000128,27:0.000000,28:0.000128,29:0.000000
