40430082#0:0.107850,1:0.000124,2:0.000124,3:0.000124,4:0.000124,5:0.000000,6:0.000124,7:0.000124,8:0.000124,9:0.000000,10:0.000000,11:0.000000,12:0.000124,13:0.000124,14:0.000124,15:0.000000,16:0.000124,17:0.000000,18:0.000000,19:0.000124,20:0.000124,21:0.000124,22:0.148893,23:0.000124,24:0.000000,25:0.154002,26:0.000124,27:0.000000,28:0.000124,29:0.055876
6551046#0:0.000205,1:0.000205,2:0.000000,3:0.000000,4:0.000000,5:0.000205,6:0.000205,7:0.000000,8:0.000000,9:0.000205,10:0.000000,11:0.000000,12:0.000000,13:0.000205,14:0.000000,15:0.000205,16:0.000205,17:0.000000,18:0.000205,19:0.000205,20:0.000000,21:0.000205,22:0.000000,23:0.000000,24:0.000205,25:0.000205,26:0.000000,27:0.000000,28:0.000205,29:0.000000
3070476#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
42284546#0:0.000000,1:0.000167,2:0.000167,3:0.000000,4:0.000000,5:0.000167,6:0.000167,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000167,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000167,28:0.000167,29:0.000000
18951183#0:0.000000,1:0.000000,2:0.000149,3:0.000000,4:0.000149,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000149,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000149,19:0.000149,20:0.000000,21:0.000000,22:0.000000,23:0.000149,24:0.000000,25:0.000000,26:0.000000,27:0.000149,28:0.000149,29:0.000149
42077202#0:0.000000,1:0.000000,2:0.000159,3:0.000000,4:0.000159,5:0.000159,6:0.000000,7:0.000000,8:0.000159,9:0.000000,10:0.000159,11:0.000000,12:0.000159,13:0.000159,14:0.000000,15:0.000159,16:0.000159,17:0.000159,18:0.000000,19:0.000159,20:0.000159,21:0.000000,22:0.000000,23:0.000000,24:0.000159,25:0.000000,26:0.000000,27:0.000000,28:0.000159,29:0.000000
3751956#0:0.000221,1:0.000000,2:0.000000,3:0.000221,4:0.000221,5:0.000221,6:0.000000,7:0.000000,8:0.000000,9:0.000221,10:0.000221,11:0.000221,12:0.000000,13:0.000000,14:0.000221,15:0.000000,16:0.000000,17:0.000000,18:0.000221,19:0.000221,20:0.000221,21:0.000221,22:0.000221,23:0.000000,24:0.000000,25:0.000221,26:0.000000,27:0.000000,28:0.000221,29:0.000221
52643502#0:0.000000,1:0.000180,2:0.000180,3:0.000180,4:0.000180,5:0.000180,6:0.000000,7:0.563059,8:0.000180,9:0.000180,10:0.177917,11:0.000000,12:0.000180,13:0.000180,14:0.000000,15:0.000180,16:0.000000,17:0.000180,18:0.000000,19:0.000180,20:0.000000,21:0.000000,22:0.000000,23:0.000180,24:0.000180,25:0.000000,26:0.000000,27:0.000180,28:0.000180,29:0.000180
53255194#0:0.000000,1:0.000142,2:0.000000,3:0.000142,4:0.000142,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000142,15:0.000142,16:0.000142,17:0.000142,18:0.000000,19:0.000142,20:0.000000,21:0.000000,22:0.000142,23:0.000000,24:0.000142,25:0.000000,26:0.000142,27:0.000000,28:0.000000,29:0.000000
10253339#0:0.000000,1:0.000000,2:0.000000,3:0.000163,4:0.000000,5:0.000000,6:0.000000,7:0.000163,8:0.000163,9:0.000000,10:0.000000,11:0.000000,12:0.000163,13:0.000163,14:0.000000,15:0.000000,16:0.000000,17:0.000163,18:0.000163,19:0.000163,20:0.000163,21:0.000163,22:0.000000,23:0.000000,24:0.000163,25:0.000163,26:0.000163,27:0.000163,28:0.000000,29:0.000000
22656540#0:0.000000,1:0.000110,2:0.000110,3:0.000000,4:0.000000,5:0.000110,6:0.000000,7:0.000000,8:0.000110,9:0.000110,10:0.000110,11:0.000110,12:0.000110,13:0.000000,14:0.000000,15:0.000000,16:0.000110,17:0.000000,18:0.000000,19:0.000110,20:0.000000,21:0.000110,22:0.000000,23:0.000110,24:0.000110,25:0.000000,26:0.000000,27:0.000110,28:0.000000,29:0.000000
24523808#0:0.000000,1:0.000131,2:0.000131,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000131,8:0.000131,9:0.000131,10:0.000000,11:0.000000,12:0.000131,13:0.000000,14:0.000000,15:0.000000,16:0.000131,17:0.000131,18:0.000131,19:0.000131,20:0.000131,21:0.000000,22:0.000131,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000131,28:0.000000,29:0.000000
55956516#0:0.000166,1:0.000166,2:0.000166,3:0.000166,4:0.243947,5:0.000166,6:0.000166,7:0.000166,8:0.000166,9:0.000166,10:0.000166,11:0.000166,12:0.000166,13:0.000166,14:0.015091,15:0.000166,16:0.000166,17:0.000166,18:0.000166,19:0.000166,20:0.139469,21:0.000166,22:0.000166,23:0.000166,24:0.000166,25:0.000166,26:0.000166,27:0.000166,28:0.447927,29:0.149420
34344486#0:0.000166,1:0.000166,2:0.000166,3:0.000166,4:0.000166,5:0.000166,6:0.000166,7:0.000166,8:0.000166,9:0.000166,10:0.258872,11:0.124544,12:0.000166,13:0.612106,14:0.000166,15:0.000166,16:0.000166,17:0.000166,18:0.000166,19:0.000166,20:0.000166,21:0.000166,22:0.000166,23:0.000166,24:0.000166,25:0.000166,26:0.000166,27:0.000166,28:0.000166,29:0.000166
